Category,Message
ham,So u workin overtime nigpun?
spam,Congratulations! You've won a voucher! Call now on 08923323692 to claim!
ham,K...k:)why cant you come here and search job:)
spam,WINNER! Claim your award worth £274! Visit www.winyourprize.co.uk to claim your prize!
spam,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
ham,No i am not having not any movies in my laptop
spam,Exclusive exclusive offer! Get your free gift card now! Text WIN to 08186330661 for your chance to win!
spam,You've been selected for a membership! Call 09845015013 to claim now! T&Cs apply.
ham,"Nothing much, chillin at home. Any super bowl plan?"
spam,Special offer! OFFER awaits you! Send STOP to 08319897306 to unsubscribe.
spam,Free subscribe! Subscribe now to get your reward! Call now on 08882883916 to claim!
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
spam,Exclusive prize offer! Get your free phone now! Click here: www.freegift.tv to get your reward!
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,"URGENT! You're eligible for a subscribe of £4260! Hurry, offer ends soon! Call 09466076258."
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
spam,WINNER! Claim your gift worth £840! Visit www.winyourprize.co.uk to claim your prize!
spam,You've been selected for a gift! Call 08027707738 to claim now! T&Cs apply.
ham,"Awesome, I'll see you in a bit"
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,I'm freezing and craving ice. Fml
ham,"Iâll leave around four, ok?"
ham,"Sorry, I'll call later"
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,Don know. I did't msg him recently.
spam,Congratulations! You've won a exclusive! Visit www.mobiledeals.biz to claim your prize!
ham,What are youdoing later? Sar xxx
spam,"Exclusive congratulations offer! Get your free holiday now! Hurry, offer ends soon! Call 09759677825."
ham,Up to Ã¼... Ã wan come then come lor... But i din c any stripes skirt...
ham,Yup Ã¼ not comin :-(
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂbraindanceÂa comp.ofstuff on aphexÂs ;abel,u hav2hear it!c u sn xxxx"
spam,You've been selected for a voucher! Call 09125165979 to claim now! T&Cs apply.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
spam,Special offer! WIN awaits you! Text Y1XS to 09726189733 to receive your prize!
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
spam,Get your download today! Text KTHM to 08519467386 for a chance to win £758!
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
spam,"Free holiday! Subscribe now to get your reward! Hurry, offer ends soon! Call 08699020423."
ham,"Sorry, I'll call later"
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,I will be gentle princess! We will make sweet gentle love...
ham,Hi Harish's rent has been transfred to ur Acnt.
spam,Special offer! SUBSCRIBE awaits you! Click here: www.freegift.tv to get your reward!
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
spam,Exclusive special offer! Get your free gift card now! Text 5YWB to 09157852632 to receive your prize!
spam,WINNER! Claim your xbox worth £837! Reply YES to join now!
spam,Free membership! Subscribe now to get your reward! Text WIN to 08278238703 for your chance to win!
spam,Get your bonus today! Text 5JBE to 09643230910 for a chance to win £1277!
ham,What is the plural of the noun research?
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,"Gosh that , what a pain. Spose I better come then."
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,I've told you everything will stop. Just dont let her get dehydrated.
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
ham,"Cool, I'll text you in a few"
spam,Exclusive bonus offer! Get your free holiday now! Text 0UV2 to 09121607515 to receive your prize!
ham,You will be in the place of that man
ham,I'll text you when I drop x off
spam,Special offer! BONUS awaits you! Text I0DU to 08235514764 to receive your prize!
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,Where did u go? My phone is gonna die you have to stay in here
spam,Get your mobile today! Text V8YU to 08731121625 for a chance to win £1004!
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
spam,Free deal! Subscribe now to get your reward! Click here: www.freegift.tv to get your reward!
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a Â£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
spam,Congratulations! You've won a bonus! Text 8T59 to 09466249119 to receive your prize!
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,How did you find out in a way that didn't include all of these details
spam,URGENT! You're eligible for a gift of £4211! Text UW7Z to 08684323132 to receive your prize!
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Then she dun believe wat?
ham,That day you asked about anand number. Why:-)
spam,Get your holiday today! Text ZVUZ to 08398346369 for a chance to win £1569!
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
spam,URGENT! You're eligible for a camera of £1820! Text YPVC to 09851632917 to receive your prize!
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
spam,Special offer! MOBILE awaits you! Reply YES to join now!
ham,Quite late lar... Ard 12 anyway i wun b drivin...
spam,"Special offer! TEXT BACK awaits you! Hurry, offer ends soon! Call 09778975813."
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,Buy one egg for me da..please:)
ham,Fine. Do you remember me.
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,"Sorry, I'll call later"
ham,Lol great now im getting hungry.
ham,"that would be good â¦ I'll phone you tomo lunchtime, shall I, to organise something?"
spam,WINNER! Claim your gift worth £359! Text WIN to 08071058864 for your chance to win!
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,Happy new year to u too!
spam,WINNER! Claim your holiday worth £287! Reply YES to join now!
spam,Free offer! Subscribe now to get your reward! Text WIN to 09201660594 for your chance to win!
ham,Ok...
ham,Y de asking like this.
spam,Special offer! HOLIDAY awaits you! Click here: www.winyourprize.co.uk to get your reward!
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
spam,Special offer! PRIZE awaits you! Click here: www.getfreestuff.com to get your reward!
spam,Free gift! Subscribe now to get your reward! Click here: www.freegift.tv to get your reward!
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
spam,Exclusive camera offer! Get your free holiday now! Text JXGI to 09223410800 to receive your prize!
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,MMM ... Fuck .... Merry Christmas to me
spam,You've been selected for a congratulations! Call 09715134005 to claim now! T&Cs apply.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam,You've been selected for a limited! Call 08535844482 to claim now! T&Cs apply.
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
spam,Exclusive membership offer! Get your free phone now! Send STOP to 08792554937 to unsubscribe.
ham,Ok.ok ok..then..whats ur todays plan
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,Babe ? I lost you ... Will you try rebooting ?
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
